id,Kanji,Strokes,Grade,JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo"
423,凝,16,7,1,Nisui,ギョウ、こ-る、こ-らす,
424,曲,6,3,3,Hirabi,キョク、ま-がる、ま-げる,くせ
425,局,7,3,3,Shikabane,キョク,つぼね
426,極,12,4,2,"Ki, Kihen",キョク、ゴク、きわ-める、きわ-まる、きわ-み,
427,玉,5,1,2,"Tama, Oo",ギョク、たま,
428,巾,3,7,0,"Haba, Kinben",キン,はば
429,斤,4,7,1,"Kin, Onozukuri",キン,
430,均,7,5,2,"Tsuchi, Tsuchihen",キン,ひと
431,近,7,2,4,Shinnyoo,キン、ちか-い,ゴン、コン
432,金,8,1,5,"Kane, Kanehen",キン、コン、かね、[かな],こがね
433,菌,11,7,1,Kusakanmuri,キン,
434,勤,12,6,3,Chikara,キン、[ゴン]、つと-める、つと-まる,
435,琴,12,7,1,"Tama, Oo",キン、こと,ゴン
436,筋,12,6,1,"Take, Takekanmuri",キン、すじ,
437,僅,13,7,0,"Hito, Ninben, Hitoyane",キン、わず-か,
438,禁,13,5,2,"Shimesu, Shimesuhen",キン,
439,緊,15,7,1,"Ito, Itohen",キン,し
440,錦,16,7,1,"Kane, Kanehen",キン、にしき,
441,謹,17,7,1,"Gon, Gonben",キン、つつし-む,
442,襟,18,7,1,"Koromo, Koromohen",キン、えり,
443,吟,7,7,1,"Kuchi, Kuchihen",ギン,
444,銀,14,3,4,"Kane, Kanehen",ギン,
445,区,4,3,3,Kakushigamae,ク,
446,句,5,5,1,"Kuchi, Kuchihen",ク,
447,苦,8,3,3,Kusakanmuri,ク、くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,コ
448,駆,14,7,1,"Uma, Umahen",ク、か-ける、か-る,
449,具,8,3,3,Hachi,グ,ク、つぶさ、そな、とも
450,惧,11,7,0,"Kokoro, Risshinben, Shitagokoro",グ,
451,愚,13,7,1,"Kokoro, Risshinben, Shitagokoro",グ、おろ-か,
452,空,8,1,4,"Ana, Anakanmuri",クウ、そら、あ-く、あ-ける、から,むな
453,偶,11,7,3,"Hito, Ninben, Hitoyane",グウ,
454,遇,12,7,1,Shinnyoo,グウ,あ
455,隅,12,7,2,Kozatohen,グウ、すみ,
456,串,7,7,0,"Bou, Tatebou",くし,
457,屈,8,7,1,Shikabane,クツ,かが
458,掘,11,7,2,Tehen,クツ、ほ-る,
459,窟,13,7,0,"Ana, Anakanmuri",クツ,
460,熊,14,7,1,"Hi, Hihen, Renga",くま,ユウ
461,繰,19,7,1,"Ito, Itohen",く-る,
462,君,7,3,3,"Kuchi, Kuchihen",クン、きみ,
463,訓,10,4,2,"Gon, Gonben",クン,キン
464,勲,15,7,1,Chikara,クン,いさお
465,薫,16,7,1,Kusakanmuri,クン、かお-る,
466,軍,9,4,2,"Kuruma, Kurumahen",グン,いくさ
467,郡,10,4,1,Oozato,グン,こおり、ごおり
468,群,13,5,2,Hitsuji,グン、む-れる、む-れ、[むら],
469,兄,5,2,4,Hitoashi,ケイ、[キョウ]、あに,
470,刑,6,7,1,"Katana, Rittoo",ケイ,ギョウ
471,形,7,2,3,Sanzukuri,ケイ、ギョウ、かた、かたち,
472,系,7,6,1,"Ito, Itohen",ケイ,
473,径,8,4,1,Gyooninben,ケイ,みち
474,茎,8,7,1,Kusakanmuri,ケイ、くき,
475,係,9,3,3,"Hito, Ninben, Hitoyane",ケイ、かか-る、かかり,
476,型,9,4,2,"Tsuchi, Tsuchihen",ケイ、かた,
477,契,9,7,1,Dai,ケイ、ちぎ-る,
478,計,9,2,4,"Gon, Gonben",ケイ、はか-る、はか-らう,ケ、ゲ
479,恵,10,7,2,"Kokoro, Risshinben, Shitagokoro",ケイ、エ、めぐ-む,
480,啓,11,7,1,"Kuchi, Kuchihen",ケイ,
481,掲,11,7,1,Tehen,ケイ、かか-げる,
482,渓,11,7,1,"Mizu, Sanzui, Shitamizu",ケイ,ケ、たに
483,経,11,5,3,"Ito, Itohen",ケイ、キョウ、へ-る,キン、たていと、たて、つね
484,蛍,11,7,1,"Mushi, Mushihen",ケイ、ほたる,
485,敬,12,6,2,Nobun,ケイ、うやま-う,キョウ
486,景,12,4,3,"Nichi, Nichihen",ケイ,キョウ、かげ
487,軽,12,3,3,"Kuruma, Kurumahen",ケイ、かる-い、かろ-やか,キン
488,傾,13,7,2,"Hito, Ninben, Hitoyane",ケイ、かたむ-く、かたむ-ける,
489,携,13,7,1,Tehen,ケイ、たずさ-える、たずさ-わる,
490,継,13,7,1,"Ito, Itohen",ケイ、つ-ぐ,ケ
491,詣,13,7,0,"Gon, Gonben",ケイ、もう-でる,
492,慶,15,7,1,"Kokoro, Risshinben, Shitagokoro",ケイ,よろこ
493,憬,15,7,0,"Kokoro, Risshinben, Shitagokoro",ケイ,
494,稽,15,7,0,"Nogi, Nogihen",ケイ,
495,憩,16,7,1,"Kokoro, Risshinben, Shitagokoro",ケイ、いこ-い、いこ-う,
496,警,19,6,3,"Gon, Gonben",ケイ,キョウ
497,鶏,19,7,1,Tori,ケイ、にわとり,どり
498,芸,7,4,2,Kusakanmuri,ゲイ,ゲ
499,迎,7,7,3,Shinnyoo,ゲイ、むか-える,
500,鯨,19,7,1,"Uo, Uohen",ゲイ、くじら,
501,隙,13,7,0,Kozatohen,ゲキ、すき,ひま
502,劇,15,6,2,"Katana, Rittoo",ゲキ,はげ
503,撃,15,7,1,Te,ゲキ、う-つ,
504,激,16,6,1,"Mizu, Sanzui, Shitamizu",ゲキ、はげ-しい,
505,桁,10,7,0,"Ki, Kihen",けた,コウ
506,欠,4,4,3,Akubi,ケツ、か-ける、か-く,あくび
507,穴,5,6,1,"Ana, Anakanmuri",ケツ、あな,
508,血,6,3,2,Chi,ケツ、ち,
509,決,7,3,3,"Mizu, Sanzui, Shitamizu",ケツ、き-める、き-まる,
510,結,12,4,1,"Ito, Itohen",ケツ、むす-ぶ、ゆ-う、ゆ-わえる,ケチ
511,傑,13,7,1,"Hito, Ninben, Hitoyane",ケツ,
512,潔,15,5,1,"Mizu, Sanzui, Shitamizu",ケツ、いさぎよ-い,きよ
513,月,4,1,5,"Tsuki, Tsukihen",ゲツ、ガツ、つき,
514,犬,4,1,4,"Inu, Kemonohen",ケン、いぬ,
515,件,6,5,3,"Hito, Ninben, Hitoyane",ケン,
